identifier,text,link_label,url_basename,url_fullname
S05-b,コードリスト「都市圏コード」,都市圏コード,PTAreaCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/PTAreaCd.html
S05-c,コードリスト「東京都市圏駅コード」,東京都市圏駅コード,TokyoAreaStationCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/TokyoAreaStationCd.html
S05-c,コードリスト「近畿圏H12年度駅コード」「近畿圏H22年度駅コード」,近畿圏H12年度駅コード,KeihanshinAreaStationCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/KeihanshinAreaStationCd.html
S05-c,コードリスト「近畿圏H12年度駅コード」「近畿圏H22年度駅コード」,近畿圏H22年度駅コード,KinkiAreaStationCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/KinkiAreaStationCd.html
S05-d,コードリスト「旅客地域流動ゾーンコード」　,旅客地域流動ゾーンコード,RyokakuZoneCD.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RyokakuZoneCD.html
S05-d,コードリスト「貨物地域流動ゾーンコード」,貨物地域流動ゾーンコード,KamotsuZoneCD.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/KamotsuZoneCD.html
S10a,整数型（Integer）（大分類項目）,大分類項目,PortRouteCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/PortRouteCd.html
S10a,整数型（Integer）（中分類項目）,中分類項目,PortRouteCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/PortRouteCd.html
S12,コードリスト（鉄道区分コード）,鉄道区分コード,RailwayClassCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayClassCd.html
S12,コードリスト（事業者種別コード）,事業者種別コード,InstitutionTypeCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/InstitutionTypeCd.html
S12,コードリスト（重複コード）,重複コード,RailwayDuplicateCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayDuplicateCd.html
S12,コードリスト（データ有無コード）,データ有無コード,RailwayExistenceCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayExistenceCd.html
S12,コードリスト（重複コード）,重複コード,RailwayDuplicateCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayDuplicateCd.html
S12,コードリスト（データ有無コード）,データ有無コード,RailwayExistenceCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayExistenceCd.html
S12,コードリスト（重複コード）,重複コード,RailwayDuplicateCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayDuplicateCd.html
S12,コードリスト（データ有無コード）,データ有無コード,RailwayExistenceCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayExistenceCd.html
S12,コードリスト（重複コード）,重複コード,RailwayDuplicateCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayDuplicateCd.html
S12,コードリスト（データ有無コード）,データ有無コード,RailwayExistenceCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayExistenceCd.html
S12,コードリスト（重複コード）,重複コード,RailwayDuplicateCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayDuplicateCd.html
S12,コードリスト（データ有無コード）,データ有無コード,RailwayExistenceCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RailwayExistenceCd.html
W01,コードリスト「ダム形式コード」,ダム形式コード,DamTypeCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/DamTypeCd.html
W01,コードリスト「ダム目的コード」,ダム目的コード,DamPurposeCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/DamPurposeCd.html
W01,コードリスト「ダム事業者コード」,ダム事業者コード,DamInstitutionCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/DamInstitutionCd.html
W01,コードリスト「位置情報精度コード」,位置情報精度コード,LocationAccuracyCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/LocationAccuracyCd.html
W05,コードリスト「水系域コード種別」,水系域コード種別,WaterSystemCodeCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/WaterSystemCodeCd.html
W05,コードリスト「河川コード種別」,河川コード種別,RiverCodeCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RiverCodeCd.html
W05,コードリスト「原典資料種別コード」,原典資料種別コード,OriginalDataCodeCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/OriginalDataCodeCd.html
W07,整数型（Integer）水系域コード種別」,水系域コード種別,WaterSystemCodeCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/WaterSystemCodeCd.html
W07,"整数型（Integer）
「河川コード種別」",河川コード種別,RiverCodeCd.html,http://nlftp.mlit.go.jp/ksj/gml/codelist/RiverCodeCd.html
